ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
2116723642;"CStoryScene ""dlc\dlcsted\data\scenes\sted_04a_ask_yen.w2scene""";Line text;GRLT_STED_2116723642;;Sim, é supreendente, mas o Dandelion tinha um genuíno amor fraternal por ela.;Tak, to bardzo zaskakujące, ale Jaskier darzył ją prawdziwą braterską miłością.;Да, удивительно, но у него была настоящая братская любовь к ней.;نعم ، هذا مفاجئ ، لكن الهندباء كان لديها حب أخوي حقيقي لها.;Evet, şaşırtıcı ama Dandelion ona karşı gerçek bir kardeş sevgisi besliyordu.;是的，这很奇怪，但丹德里恩对她有一种真正的兄长般的爱。;Tak, to bardzo zaskakujące, ale Jaskier darzył ją prawdziwą braterską miłością.;Sì, è sorprendente, ma Jaskier nutriva per lei un vero amore fraterno.;Oui c'est surprenant, mais Jaskier avait un réel amour fraternel pour elle.;Ja, es ist überraschend, aber Rittersporn hatte eine echte brüderliche Zuneigung zu ihr.;是的，这很令人惊讶，但贾斯基尔对她怀有真正的兄弟般的爱。;Sí, es sorprendente, pero Jaskier sentía un verdadero amor fraternal por ella.;Yes, it's surprising, but Dandelion had a real brotherly love for her.;네, 놀랍습니다. 하지만 Jaskier는 그녀에 대해 진정한 형제애를 갖고 있었습니다.;Sí, es sorprendente, pero Jaskier sentía un verdadero amor fraternal por ella.;ああ、驚くべきことだ。だが、ダンディリオンは本当の兄のように彼女を愛していた。;Igen, meglepő, de Jaskier igazi testvéri szeretet volt iránta.
2116723700;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Choice line;;;Eu segui meu caminho.;Podążałem swoją ścieżką.;Я следовал Пути.;تابعت المسار.;Yolu takip ettim.;我走在自己的轨迹上。;Podążałem swoją ścieżką.;Ho seguito la Via.;J'ai suivi la Voie.;Ich war auf dem Pfad.;我遵循了道。;Seguí el Camino.;I followed the Path.;나는 길을 따랐다.;Seguí el Camino.;俺はその道をたどってきた。;Követtem az Utat.
2116723701;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Choice line;;;É uma história muito longa.;To długa historia.;Это слишком длинная история;قصة طويلة للغاية.;Bu çok uzun bir hikaye.;说来话长。;To długa historia.;È una lunga storia.;C'est une longue histoire.;Die Geschichte ist zu lang.;这是一个很长的故事。;Es una larga historia.;It's a too long story.;긴 이야기입니다.;Es una larga historia.;とても長い話になる。;Ez egy hosszú történet.
2116723702;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723702;;Sh'eenaz.;Sh'eenaz.;Шъееназ.;شيناز.;Sh'eenaz.;希恩娜兹。;Sh'eenaz.;Sheenaz.;Sh'eenaz.;Sh'eenaz.;谢娜兹。;Sheenaz.;Sh'eenaz.;쉬나즈.;Sheenaz.;シーナズ。;Sheenaz.
2116723703;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723703;;Duque.;Książę.;Князь.;دوق.;Dük.;公爵。;Książę.;Duca.;Duc.;Herzog.;公爵。;Duque.;Duke.;공작.;Duque.;公爵。;Herceg.
2116723704;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723704;;Geralt!;Geralt!;Геральт!;جيرالت!;Geralt!;杰洛特！;Geralt!;Geralt!;Geralt !;Geralt!;杰洛特！;¡Geralt!;Geralt!;게롤트!;¡Geralt!;ゲラルト！;Geralt!
2116723705;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723705;;Como você esteve durante todos esse anos?;Jak się trzymasz przez te wszystkie lata?;Как ты поживал все эти годы?;كيف حالك منذ كل هذه السنوات؟;Nerelerdesin, nasılsın uzun zamandır görüşemedik?;这些年你过得怎么样？;Jak się trzymasz przez te wszystkie lata?;Come sei stato in tutti questi anni?;Comment allez-vous depuis toutes ces années ?;Wie ist es dir in all den Jahren ergangen?;这些年你过得怎么样？;¿Cómo has estado todos estos años?;How have you been since all these years?;그동안 어떻게 지내셨나요?;¿Cómo has estado todos estos años?;あの後どうしていたんだ？;Hogy voltál ennyi éven át?
2116723706;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723706;;Vamos dizer que eu segui meu caminho.;Powiedzmy, że podążam swoją ścieżką.;Скажем так, я следовал Пути.;لنفترض أنني اتبعت المسار.;Kendi doğrularımı takip ediyorum.;算是走在自己的轨迹上吧。;Powiedzmy, że podążam swoją ścieżką.;Diciamo che ho seguito il percorso.;Disons que j'ai suivi la voie.;Sagen wir, ich bin dem Pfad gefolgt.;假设我遵循了这条路。;Digamos que seguí el camino.;Let's say I followed the path.;내가 그 길을 따라 갔다고 가정 해 봅시다.;Digamos que seguí el camino.;その道をたどってここにきたと言ってもいい。;Tegyük fel, hogy követtem az utat.
2116723707;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723707;;Ao que devemos sua visita?;Czemu zawdzięczamy twoją wizytę?;Чем обязаны твоему визиту.;ما قيمة زيارتك لنا؟;Ziyaretini neye borçluyuz?;你来拜访我们是为了什么呢？;Czemu zawdzięczamy twoją wizytę?;Quanto vale per noi la tua visita?;Que nous vaut votre visite ?;Was verschafft uns die Ehre deines Besuchs?;您的访问对我们有何价值？;¿Qué valor tiene para nosotros tu visita?;What is your visit worth to us?;귀하의 방문은 우리에게 어떤 가치가 있습니까?;¿Qué valor tiene para nosotros tu visita?;何か我々を訪ねる理由でもあるのかな？;Mit ér a látogatásod nálunk?
2116723708;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723708;;Eu estou aqui pela Essi Daven.;Jestem tutaj z powodu Essi Daven.;Я здесь из-за Эсси Давен.;أنا هنا من أجل Essi Daven.;Essi Daven için buradayım.;我是为艾希·达文来的。;Jestem tutaj z powodu Essi Daven.;Sono qui per Essi Daven.;Je suis ici pour Essi Daven.;Ich bin hier für Essi Daven.;我是来找埃西·达文的。;Estoy aquí por Essi Daven.;I'm here for Essi Daven.;나는 Essi Daven을 위해 여기에 왔습니다.;Estoy aquí por Essi Daven.;俺がここに来たのはエッシ・ダヴェンのためだ。;Essi Daven miatt vagyok itt.
2116723709;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDSHE_STED_2116723709;;Pobre criança…;Biedne dziecko…;Бедная девочка…;طفل فقير ...;Zavallı kız…;可怜的孩子…;Biedne dziecko…;Povero bambino...;Pauvre enfant…;Armes Kind...;可怜的孩子...;Pobre niño...;Poor child…;불쌍한 아이...;Pobre niño...;不運な娘...。;Szegény gyerek...
2116723710;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDSHE_STED_2116723710;;Eu fiquei sabendo o que aconteceu com ela.;Słyszałam, co się z nią stało.;Я знаю, что случилось с ней.;علمت بما حدث لها.;Ona neler olduğunu duydum.;我知道了她的遭遇。;Słyszałam, co się z nią stało.;Ho saputo cosa gli è successo.;J'ai appris ce qu'il lui était arrivé.;Ich erfuhr, was ihr zugestoßen ist.;我了解到他发生了什么事。;Me enteré de lo que le pasó.;I learned what had happened to her.;나는 그에게 무슨 일이 일어났는지 배웠다.;Me enteré de lo que le pasó.;私は彼女に起きたことを知っているわ。;Megtudtam, mi történt vele.
2116723711;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723711;;Sim, ela não merecia aquilo.;Nie zasłużyła na to.;Да, она этого не заслуживала.;نعم ، لم تكن تستحق ذلك.;Evet, bunları hak etmemişti.;是的，她的命运不该是这样。;Nie zasłużyła na to.;Sì, non se lo meritava.;Oui elle ne méritait pas ça.;Ja, das hat sie nicht verdient.;是的，她不值得这样。;Sí, ella no se merecía eso.;Yes, she didn't deserve that.;그래요, 그녀는 그럴 자격이 없었어요.;Sí, ella no se merecía eso.;ああ、彼女がそうなるべきではなかった。;Igen, nem ezt érdemelte.
2116723712;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723712;;Ela era uma menina abençoada, que sabia como usar as palavras.;Była bardzo utalentowaną dziewczyną która zawsze wiedziała co należy powiedzieć.;Она была одаренной девочкой, которая знала, как сказать верные слова.;كانت فتاة موهوبة تعرف كيف تنطق الكلمات الصحيحة.;Doğru kelimeleri nasıl söyleyeceğini bilen yetenekli bir kızdı.;她是一个有天赋的女孩，知道如何说正确的话。;Była bardzo utalentowaną dziewczyną która zawsze wiedziała co należy powiedzieć.;Era una ragazza talentuosa, che sapeva dire le parole giuste.;C'était une fille douée, qui savait dire les mots justes.;Sie war ein begabtes Mädchen, das es verstand, die richtigen Worte zu finden.;她是一个才华横溢的女孩，知道如何说正确的话。;Era una chica talentosa, que sabía decir las palabras adecuadas.;She was a gifted girl, who knew how to say the right words.;그녀는 올바른 말을 할 줄 아는 재능 있는 소녀였습니다.;Era una chica talentosa, que sabía decir las palabras adecuadas.;彼女は才能ある娘だった。正しい言葉を知っていた、;Tehetséges lány volt, aki tudta, hogyan kell kimondani a megfelelő szavakat.
2116723713;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723713;;E assim, tanto nas suas baladas, quanto nos momentos, vamos dizer... oportunos.;I to zarówno w jej balladach jak i w momentach powiedzmy.... specjalnych.;И срабатывало так же хорошо как в её балладах, так и в моменты, скажем так… подходящие.;وهذا ، وكذلك في قصائدها الموسيقية ، كما في اللحظات ، دعنا نقول ... مناسبة.;Ve bu, baladlarında olduğu gibi, diyelim ki…;这一点，对于她的民谣也是如此，就像在那些时刻，说起来真是恰到好处…;I to zarówno w jej balladach jak i w momentach powiedzmy.... specjalnych.;E questo sia nelle sue ballate, sia nei, diciamo... momenti opportuni.;Et ce aussi bien dans ses ballades, que dans les moments disons... opportuns.;Und das sowohl in ihren Balladen, als auch in anderen... sagen wir, passenden Momenten.;这既体现在他的民谣中，也体现在，比如说……适当的时刻。;Y esto tanto en sus baladas, como en, digamos… momentos oportunos.;And this, as well in her ballads, as in the moments let's say… opportune.;그리고 이것은 그의 발라드에서도 그렇고, 예를 들어... 적절한 순간에서도 마찬가지입니다.;Y esto tanto en sus baladas, como en, digamos… momentos oportunos.;そしてこれは、彼女のバラッドでもそうだ、言ってみれば...適切なのだ。;És ez mind a balladáiban, mind pedig, mondjuk... alkalmas pillanatokban.
2116723714;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;STDAGL_STED_2116723714;;Tive a experiência.;Doświadczyłem tego.;Я испытал это на себе.;لقد جربته.;Bunu yaşamak lazım.;我经历过。;Doświadczyłem tego.;L'ho sperimentato.;J'en ai fait l'expérience.;Ich habe es selbst erlebt.;我经历过。;Lo experimenté.;I have experienced it.;나는 그것을 경험했다.;Lo experimenté.;私はそれを身をもって知った。;megtapasztaltam.
2116723715;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723715;;O que aconteceu com ela não foi uma mera coincidência.;To, co ją spotkało, nie było przypadkiem.;То, что с ней произошло, не было случайностью.;ما حدث لها لم يكن صدفة.;Onun başına gelenler aslında bir tesadüf değildi.;发生在她身上的事并不是巧合。;To, co ją spotkało, nie było przypadkiem.;Quello che gli è successo non è stata davvero una coincidenza.;Ce qu'il lui est arrivé n'est pas véritablement le fruit du hasard.;Was ihr widerfahren ist, war kein Zufall.;发生在他身上的事情其实并不是巧合。;Lo que le pasó no fue realmente una coincidencia.;What happened to her was not really a coincidence.;그에게 일어난 일은 실제로 우연이 아니었습니다.;Lo que le pasó no fue realmente una coincidencia.;彼女の身に起こったことは、実は偶然ではなかった。;Ami vele történt, az nem igazán volt véletlen.
2116723716;"CStoryScene ""dlc\dlcsted\data\scenes\sted_05a_ask_sheenaz.w2scene""";Line text;GRLT_STED_2116723716;;Um antigo e poderoso ser maligno a provocou.;Starożytny i potęzny demon sprowokował jej śmierć.;Древнее, злое, дьявольское существо вызвало это.;استفزه كائن قديم وقوي وشرير.;Eski, güçlü ve şeytani bir varlık onu kışkırttı.;一个古老而强大的恶魔操纵了这件事。;Starożytny i potęzny demon sprowokował jej śmierć.;A causarlo è stato un essere antico, potente e malvagio.;Un être ancien, puissant et mauvais l'a provoqué.;Ein uraltes, mächtiges und böses Wesen hat es ausgelöst.;这是一个古老、强大而邪恶的生物造成的。;Un ser antiguo, poderoso y malvado lo provocó.;An ancient, powerful and evil being provoked it.;고대의 강력하고 사악한 존재가 원인이었습니다.;Un ser antiguo, poderoso y malvado lo provocó.;古の強力で邪悪な存在がそれを引き寄せた。;Egy ősi, hatalmas és gonosz lény okozta.
